Name,Tags
Dzive Cafe,"['Cafe', 'Desserts', 'Pastries & Sweets']"
Panya Lounge,"['Desserts', 'Cakes', 'Bakery']"
Qamareen Restaurant,"['Pastries', 'Bakery', 'Juices']"
Flower Bouquet For Gifts & Flowers,"['Flowers', 'Chocolate']"
Shawarma balanti Restaurant,"['Arabic', 'Shawarma']"
Nepali Kitchen,['Indian']
Diet Art Restaurant,"['Healthy', 'Sandwiches']"
Al Jiwan Kitchens,"['Qatari', 'Breakfast', 'Burgers']"
Flower Garden,"['Chocolate', 'Flowers']"
Alshaweesh,"['Arabic', 'Shawarma', 'Grills']"
BOV Restaurant,"['American', 'Burgers', 'Fast Food']"
Ajeek Restaurant,"['Burgers', 'International', 'American']"
Patisserie Suisse Grocery,"['Nuts & Dried Fruit', 'Grocery', 'Specialty Store', 'Supermarket', 'Roastery']"
Mimi's Cake,"['Arabic Sweets', 'Desserts']"
Chettinad Aryaas,"['Breakfast', 'Indian', 'Curry']"
Bilao Seafood,"['Filipino', 'Seafood', 'Noodles']"
Old Antakya Restaurant,"['Turkish', 'Grills']"
Molten Chocolate Cafe,"['Cakes', 'Cafe', 'Desserts']"
Ci Gusta,"['Waffles', 'Desserts', 'International']"
Remman Cafe,"['Lebanese', 'Arabic', 'Shawarma']"
Al Bairoty,"['Lebanese', 'Breakfast', 'Sandwiches']"
Taste Of Hyderabad,"['Curry', 'Grills']"
Persian Cuisine,"['Iranian', 'Grills']"
Elite Family Restaurant,['Asian']
Top Burger Original,['Burgers']
Le Petit Train Bleu Restaurant,"['Qatari', 'Grills', 'Sandwiches']"
Mahal,['Indian']
Restaurant Health Option,"['Healthy', 'International']"
Freshqa Farms For Food Products,"['Grocery', 'Supermarket']"
Blue Flowers,['Flowers']
Bahjat Restaurant,"['Sandwiches', 'Beverages', 'Salad']"
North Cafe,"['Desserts', 'Juices', 'Coffee']"
Al Roda Food Station,"['Sandwiches', 'Beverages', 'Pastries & Sweets']"
&deli Mediterranean Fusion Restaurant,"['Italian', 'Turkish', 'Greek']"
Restaurant And Pastries Shawarmamix,"['Shawarma', 'Pastries', 'Doner']"
Umm Sidra Restaurant,"['Qatari', 'Biryani', 'Chicken']"
Hbm Cafe,"['Cafe', 'Desserts']"
Jazz Cafe,"['Cafe', 'Desserts', 'Breakfast']"
Young Inasal,"['Fried Chicken', 'Grills', 'Chicken']"
Loroyal Color Contact lens,['Cosmetics']
Al Diwan Yemeni Kitchens,"['Arabic', 'Chicken']"
Phone Booth,['Electronics']
Jollibee,"['American', 'Burgers', 'Chicken']"
Go Home,"['Cafe', 'International', 'Pastries']"
Chubby Balls,"['American', 'Breakfast', 'Desserts']"
Hanin Fresh Chicken Trading,"['Fresh Meat & Fish', 'Grocery', 'Supermarket']"
Khan Baba Restaurant,['Pakistani']
Krispy Kreme,"['Donuts', 'Desserts', 'Coffee']"
Chtoura Restaurant,"['Turkish', 'Grills', 'Lebanese']"
Hen Made,['Burgers']
La Casa Twenty Eight,"['Mediterranean', 'Pizza', 'Pasta']"
Roll Up Kitchen,"['Arabic', 'Sushi', 'Pastries']"
Janata Restaurant,"['Indian', 'Curry', 'Breakfast']"
Seef Lusail Trading,"['Grocery', 'Supermarket']"
Qasr Aldewaniah Oman Sweets,"['Desserts', 'Omani']"
The Brunchery,"['Breakfast', 'Burgers', 'American']"
Technical Care Center Accessories,['Electronics']
Indian Hyderabadi Spices,"['Chinese', 'Biryani', 'Street food']"
Twenty Eight Coffee,"['Desserts', 'Cakes', 'Cafe']"
Sweet Sensation For Sweets And Pastry,"['Desserts', 'Pastries']"
Gazebo,"['Indian', 'Biryani', 'Street food']"
Cafeteria Al Wadi,['International']
Mohamis Macadamia,"['Specialty Store', 'Supermarket', 'Grocery']"
Nice Day Restaurant,"['Asian', 'Biryani', 'Street food']"
Al Mauna Trading,"['Speciality Store', 'Water']"
Picco café,"['Desserts', 'Cakes', 'Cafe']"
Seasons Kitchen,"['Indian', 'BBQ', 'Kebab']"
Bora Bora Sugaration Station,"['Coffee', 'Cafe', 'Cakes']"
Zain Cafeteria Restaurant,"['Tacos', 'Beverages']"
AlKhaima Sweets & Pastries,"['Iranian', 'Desserts']"
Mutabbaq and Kunafa,['Qatari']
Pearl of Beirut,"['Coffee', 'Arabic', 'Beverages']"
Greens n Wraps,"['Salad', 'Healthy']"
Sweet Station,"['Desserts', 'Chocolate', 'Arabic Sweets']"
Mega Mart,"['Grocery', 'Supermarket']"
The Curry House,"['Curry', 'Indian', 'Vegetarian']"
Blue Fig Restaurant,"['Pizza', 'Healthy', 'Italian']"
Al Shurfa,"['Arabic', 'Burgers', 'Grills']"
Breezpack,['Specialty Store']
Chocomelt,['Desserts']
Breeze Ice,['Desserts']
Desi Dhaba,"['Indian', 'Asian', 'Curry']"
Signor Sassi,"['Italian', 'Pizza', 'Pasta']"
Asiana The Curry House,"['Curry', 'Indian']"
1582 Specialty Coffee,"['Cakes', 'Desserts']"
Vukamvillia,"['Flowers', 'Chocolate']"
Hawn Cafe,"['Biryani', 'Desserts', 'International']"
Best kitchen,"['Arabic', 'International']"
CLE Cafe,"['Cafe', 'Coffee']"
Fatatri,"['Egyptian', 'Pies', 'Breakfast']"
Al Ezz Popular Food Kitchens,"['Grills', 'Egyptian', 'Arabic']"
Shabab Al Afghan Restaurant,"['Seafood', 'Mandi']"
Cuisines Catering,"['International', 'Desserts']"
Abriq Tea,"['Sandwiches', 'International', 'Breakfast']"
Dino Supermarket,"['Grocery', 'Supermarket']"
Gulf Center For Food Arts & House Keeping,"['Arabic', 'Koshary', 'Biryani']"
Turkan Restaurant,"['Italian', 'Burgers']"
Dolce Fresco,"['Cafe', 'Qatari', 'Ice cream']"
Mix Bzar,['Specialty Store']
Awafi Restaurant,"['Lebanese', 'Arabic']"
Alkhair Fish restaurant,"['Biryani', 'Grills', 'Seafood']"
Baharestan Traditional Food Restaurant,"['Arabic', 'BBQ', 'Qatari']"
Barrio Fiesta,"['Fried Chicken', 'Bowls', 'Filipino']"
Chocoglaze Chocolate Cafe,"['Desserts', 'Cakes', 'Cafe']"
The Waves Cafe,"['Cafe', 'Fast Food', 'Breakfast']"
Joe's Cafe,"['Cafe', 'Sandwiches', 'International']"
Little Sailor Express,"['Biryani', 'Snacks']"
Raju Omlet Center,"['Qatari', 'Curry', 'Street food']"
Takos King,"['Burgers', 'Sandwiches']"
The Rare Burger,"['Burgers', 'Sandwiches']"
Laya Flower,['Flowers']
Falafel Al Akawi,"['Egyptian', 'Breakfast', 'Sandwiches']"
Chopin,"['Chocolate', 'Arabic Sweets', 'Desserts']"
Bradma Qatar Food,"['Grocery', 'Supermarket']"
Thek Restaurant,"['Pizza', 'Indian', 'Healthy']"
Blue Fig Restaurant,"['Pizza', 'Healthy', 'Italian']"
Trend Cafe,"['Qatari', 'Cakes', 'Desserts']"
Absolute Barbecue,"['Indian', 'Beverages', 'Grills']"
Babylon Restaurant,['Arabic']
Mish Momken,"['Grills', 'Sandwiches', 'Burgers']"
K L Cafe,"['Cakes', 'Cafe', 'Juices']"
Tea Madeena,"['Street food', 'Asian']"
Ras Al Maarad Bakery,['Pastries']
Al Wakra Men's Accessories,"['Speciality Store', 'Accessories ']"
Butcha Steakhouse,"['Steaks', 'Grills']"
Busaba Bangkok Thai,"['Chinese', 'Fried Chicken', 'Noodles']"
BLK Cafe,"['French', 'Crepes', 'Desserts']"
His Majesty The Coffee Cafe,"['Cafe', 'Beverages', 'Coffee']"
Amana Supermarket,"['Grocery', 'Supermarket']"
The Brewing Bliss,"['Cafe', 'Desserts', 'Cakes']"
Coffee District Cafe,"['Pizza', 'International', 'Cafe']"
Crack Cafe,"['Cafe', 'Sandwiches', 'Salad']"
Pawz Trading And Services,['Pet Shop']
Art  Doux cafe,"['Cafe', 'Desserts', 'Burgers']"
Tailor Express,"['Speciality Store', 'Accessories ']"
Taco Mercado,"['Mexican', 'Tacos', 'Healthy']"
Chapati Rashid,"['Qatari', 'Grills', 'Sandwiches']"
Easair Café,"['Cafe', 'Desserts', 'Arabic']"
Location Coffee,"['Ice cream', 'Desserts']"
Bukhara Caravan,"['Curry', 'Indian']"
Rota Party,['Specialty Store']
ALFANNA,"['Mandi', 'Biryani', 'Seafood']"
Adaar Thattukada,"['Breakfast', 'BBQ']"
Dawaa Plus Pharmacy,"['Pharmacy', 'Supplement']"
Lala Restaurant,"['International', 'Qatari']"
Maia Chocolaterie,"['Desserts', 'Cakes']"
Keb Shay Cafeteria,"['Coffee', 'Cafe']"
Maha Al Khaleej Cafeteria,"['Chinese', 'Biryani', 'Street food']"
Quickly Car Accessories,"['Speciality Store', 'Accessories ']"
Baguette Restaurant,"['American', 'Burgers', 'Sandwiches']"
Papa Patata,"['Baked potatoes', 'Bakery', 'International']"
Nafahat Aldoha Perfumes,['Perfume']
Fourteen Love Sports,['Cosmetics']
Restaurant and Grills Rawah Al Naadij,['Arabic']
La Pasta & Pizzeria,"['American', 'Pizza', 'Pasta']"
Horoscope Cafe,"['Cafe', 'Desserts', 'Fast Food']"
Shirvan Metisse,['International']
Flaming Pizza Restaurant,"['Pizza', 'Fast Food', 'Italian']"
Jamie Oliver's Pizzeria,"['Pizza', 'Italian']"
Social House Restaurant,"['International', 'Cafe', 'Healthy']"
Gossip Cafe,"['Cafe', 'Desserts', 'Bubble tea']"
June Cafe,"['Arabic Sweets', 'Desserts', 'Beverages']"
Darb Al Zalag Restaurant,"['Kuwaiti', 'Arabic', 'Breakfast']"
Alosra,"['Indian', 'Pasta', 'Pizza']"
Al Zarka Premium Restarant,"['Breakfast', 'Burgers', 'Pasta']"
Cake Bar,"['Cakes', 'Desserts']"
Seashell Restaurant,"['Burgers', 'Fast Food', 'Milkshakes']"
Shay & Rqaq,"['Qatari', 'Cafe', 'Sandwiches']"
Majlis Al Khalyly Al Hadyth,"['Arabic', 'BBQ']"
Al Thouraya Restaurant,"['Foul', 'Breakfast', 'Arabic']"
Aush Al Bulbul,['Arabic']
Asha's,['Indian']
Sweet Moments Room For Dessert,"['Cakes', 'Cafe', 'Juices']"
Makaya Chocolate And Flowers,['Desserts']
Petals,['Flowers']
Parfait chocolate,"['Beverages', 'Ice cream', 'Desserts']"
Levan,"['Desserts', 'Cakes']"
Al Liwan Popular Restaurant And Kitchen,"['Qatari', 'Mandi', 'Grills']"
Zatar Cafeteria,"['Sandwiches', 'Beverages', 'Burgers']"
Zain Sweets And Pastries,"['Coffee', 'Cafe']"
Thai Society,"['Thai', 'Asian', 'Chinese']"
Al Raha,"['Grocery', 'Convenience Store']"
Something Mexican,"['Mexican', 'Keto', 'Healthy']"
Eden,"['Breakfast', 'International', 'Salad']"
Karak Cup,"['Coffee', 'Breakfast', 'Cafe']"
Annapoorna Indian Chettinad Restaurant,"['Chinese', 'Biryani', 'Street food']"
Alehsan Restaurant,"['Arabic', 'Pastries', 'Sandwiches']"
Cake O'Clock,['Desserts']
Blinis Cafe,"['International', 'Mexican', 'Arabic Sweets', 'Juices', 'Salad', 'Lebanese']"
D and M Supermarket,"['Grocery', 'Supermarket']"
Steam Coffee,"['Cafe', 'Desserts']"
Walm Restaurant,"['Coffee', 'Cafe']"
Just Food,"['Asian', 'Noodles', 'Nepalese']"
1582 Specialty Coffee,"['Cakes', 'Desserts']"
Katym Alferej Restaurant,"['Grills', 'Shawarma']"
Falafel Fayda,"['Turkish', 'Shawarma', 'Pies']"
Atmosphere Cafe,"['Bakery', 'Fast Food', 'Pastries']"
AlKhaima Sweets & Pastries,"['Iranian', 'Desserts']"
Hot Chicken,"['Indian', 'Fast Food', 'Fried Chicken']"
Pick And Save Supermarket,"['Grocery', 'Supermarket']"
Flamingo Coffee Bar and Bakery,"['Juices', 'Burgers']"
Shish W Tawook,"['Arabic', 'Grills']"
Elhaty,"['Breakfast', 'Sandwiches', 'Fast Food']"
Live Meat Trading,"['Grocery', 'Supermarket', 'Fresh Meat & Fish']"
Bab El Kairouan Restaurant,"['Tunisian ', 'Arabic', 'Sandwiches']"
Baha,['Egyptian']
Go Fresh Cafe,"['Cafe', 'Desserts']"
Mug Coffee And Roastery,"['Coffee', 'Desserts', 'International']"
Phone Booth,['Electronics']
Rex Restaurant,"['Arabic', 'Grills', 'Iranian']"
Paper Moon Restaurant,"['Pizza', 'Seafood', 'Italian']"
Trend Restaurant,"['Burgers', 'Fast Food']"
Little Italy,"['Pizza', 'Pasta']"
Medium Cafe,"['Cafe', 'Coffee']"
Nepali Kitchen,['Indian']
Darawazat Alkhabaz,"['Pastries', 'Pies', 'Pizza']"
Sarouja Restaurant,"['Seafood', 'Mandi']"
Maia Chocolaterie,"['Desserts', 'Cakes']"
Le Lifan For Sweet Trading,"['Desserts', 'French', 'Chocolate']"
Lavender Chocolates,"['Flowers', 'Chocolate']"
Al Reem Kitchen Popular,"['Qatari', 'Biryani', 'Bakery']"
OG Street Kitchen,"['Asian', 'International']"
Hameel Restaurant,"['Chinese', 'Biryani', 'Street food']"
Thrive Salads,"['Salad', 'Breakfast', 'Healthy']"
Shay & Rqaq,"['Qatari', 'Cafe', 'Sandwiches']"
Outback Steakhouse,"['Steaks', 'American', 'Grills']"
Mr. Crab,"['Grills', 'Sushi', 'American']"
Doha Dates,"['Specialty Store', 'Supermarket', 'Nuts & Dried Fruit', 'Grocery']"
Shereen Palace Restaurant,"['Seafood', 'Mandi']"
Burger Makers,"['Arabic', 'Burgers', 'Seafood']"
Mission Acai,"['Healthy', 'Acai', 'Desserts']"
Jud Istanbul Grill Restaurant,"['Turkish', 'Shawarma', 'Grills']"
On Drive,['Arabic']
Fel O Yasmine,"['Tunisian ', 'Grills', 'Sandwiches']"
Zein Pharma Trading,['Pharmacy']
Fatayer Al Tayer,"['Manaqeesh', 'Bakery', 'Arabic']"
Shaka's Power Bar,"['Salad', 'Healthy', 'Bowls']"
Aryaas Lounge,"['Breakfast', 'Indian', 'Curry']"
Nosh Coffee Food,"['International', 'Beverages']"
Mandala Restaurant,"['Sandwiches', 'Indian', 'Grills']"
Chocomelt,['Desserts']
Al Koufa Restaurant And Cafe,"['Qatari', 'BBQ', 'Grills']"
Fresh Green Healthy Stop,"['Salad', 'Healthy', 'Wraps']"
Loming Barako,"['Asian', 'Seafood', 'Chicken']"
Pizza Mr Shanab,"['Pizza', 'Pasta']"
Chocolate Empire,"['Chocolate', 'Desserts']"
The Ministry Of Coffee,"['Coffee', 'Cafe', 'Desserts']"
Dr Scent,['Electronics']
Carosa Cafe,"['Sushi', 'Salad', 'Sandwiches']"
Simons Cafe And Grill,"['Breakfast', 'BBQ']"
Khan Al Saboun,['Speciality Store']
Sheikh Alkar Restaurant,"['BBQ', 'Shawarma', 'Pastries', 'Syrian']"
Baghdad Kitchens,"['Iraqi', 'Grills', 'Fast Food']"
Zizo Grills Restaurant,"['Grills', 'Egyptian', 'Arabic']"
The Rare Burger,"['Burgers', 'Sandwiches']"
CUE Cafe,"['Ice cream', 'Desserts', 'International']"
Dhe Puttu Restaurant,"['Chinese', 'Biryani', 'Street food']"
Hyderabad Palace Restaurant,"['Breakfast', 'Indian', 'Asian']"
Fat Burger,"['Burgers', 'Fast Food', 'American']"
Ynot Fresh Chicken,"['Specialty Store', 'Poultry', 'Fresh Meat & Fish']"
Eggspectation,"['Wraps', 'American', 'Breakfast']"
Aroma Restaurant,"['Chinese', 'Biryani', 'Street food']"
Vital Cafe,['Coffee']
Charbonnel Et Walker,['Chocolate']
Icy Melon,"['Qatari', 'Healthy', 'Cakes']"
Elevation Burger,"['Burgers', 'Fast Food', 'American']"
Diet Shop By Diet Center,"['Healthy', 'Breakfast', 'Burgers', 'Desserts', 'Pizza']"
Lavania,"['Flowers', 'Grocery']"
Partners & Partners,"['Specialty Store', 'Supermarket', 'Coffee & Tea', 'Grocery']"
Sleepy,['Speciality Store']
Cafeteria Tea n Juice,"['Burgers', 'Cafeteria']"
Doner Istanbul,"['Grills', 'Turkish', 'Shawarma & Doner']"
Mariposa,"['International', 'Beverages', 'Desserts']"
Roastado,"['Cafe', 'Desserts', 'Juices']"
Toysimo,['Toys']
Chocoloco,"['Cafe', 'Desserts']"
Baklava Zade,"['Turkish', 'Arabic Sweets', 'Desserts']"
Al Sostagya Restaurant,"['Egyptian', 'Arabic', 'Grills']"
Jamaco Restaurant,"['Qatari', 'Juices', 'Chicken']"
Abdo Kofta,"['Egyptian', 'Grills', 'Sandwiches']"
Badster,['Beverages']
Grand Joud Cafe,"['Arabic', 'Grills', 'Qatari']"
Al Meera,"['Supermarket', 'Grocery']"
Aljalis,"['Specialty Store', 'Toys']"
Loming Barako,"['Asian', 'Seafood', 'Chicken']"
Bubbly Balls Sweet,"['Cafe', 'Desserts', 'Beverages']"
Masala Canteen,"['Indian', 'Curry', 'Biryani']"
Shanab Cafe,"['Noodles', 'Beverages']"
Blue Box Restaurant,"['Burgers', 'Pasta', 'Sliders']"
Moo,"['Cafe', 'Desserts', 'Cakes']"
Kabul Restaurant,['Pakistani']
Blue And Pink Arts Events,['Flowers']
Greens Restaurant,"['Asian', 'Biryani', 'Street food']"
Passion Cafe,"['Crepes', 'Cafe', 'Desserts']"
Mumar AlSaada Restaurant,"['Burgers', 'Fast Food']"
Kalakstation,"['Qatari', 'Breakfast', 'Cafe']"
Bake 46,"['Indian', 'Arabic']"
Burj Al Hamam,"['Lebanese', 'BBQ', 'Grills']"
Hamba,"['American', 'Burgers', 'Fast Food']"
Zad W Melh Restaurant,"['Grills', 'Arabic']"
Due,"['Sandwiches', 'Pizza']"
L'Wzaar,"['Qatari', 'International', 'Fast Food']"
Chocolate Lab,"['Chocolate', 'Pastries', 'Desserts']"
Turkish Grill Restaurant,"['Arabic', 'Turkish']"
Chicken Choice,"['Chicken', 'Beverages', 'Sandwiches']"
Larissa chocolates and flowers,['Flowers']
Sayali's Cookies,"['Desserts', 'Healthy', 'Breakfast']"
Maate Flowers,['Flowers']
La Maison Du Pain,"['French', 'BBQ', 'Grills']"
Baba Chapatea,"['Breakfast', 'Burgers', 'Sandwiches']"
Eataly - Retail,"['Grocery', 'Convenience Store']"
Acai By Reviive Cafe,"['Healthy', 'Smoothies', 'Acai', 'Sandwiches']"
Sharwa Qissa Restaurant,"['Indian', 'Burgers', 'Sandwiches']"
Pure Sweet,"['Arabic Sweets', 'Desserts', 'Chocolate']"
La Gelateria Fina,"['Crepes', 'Cafe', 'Desserts']"
Amora Cafe,"['Breakfast', 'Sandwiches', 'Cakes']"
Texas Roadhouse,['Steaks']
Tea Republic Cafeteria,"['Burgers', 'Cafeteria']"
Shawarma and Grills,"['Grills', 'Arabic', 'Shawarma']"
Delish,"['Burgers', 'Pasta', 'Fast Food']"
Dr Ryash,"['Doner', 'Grills', 'Lebanese']"
Bazooka Restaurant,"['Arabic', 'Pastries']"
The Dietitian Restaurant,"['Healthy', 'Beverages', 'Salad']"
Kabab Farsi,"['Iranian', 'Grills']"
Black Tulip Flowers,"['Flowers', 'Specialty Store']"
Aroma Restaurant,"['Chinese', 'Biryani', 'Street food']"
Philly's Steak & Cheese,['American']
Boracay Restaurant,"['Chinese', 'Noodles']"
Masterful Sweets,"['International', 'Desserts', 'Chocolate']"
Shawarma Afandi,['Shawarma']
Softi,"['Desserts', 'International']"
Biriyani Corner,"['Breakfast', 'Soup', 'BBQ']"
Imagination Restaurant,"['Street food', 'Sandwiches']"
Casa Paco,"['Pizza', 'Spanish', 'Seafood']"
1990 Nineteen Ninety,"['International', 'Pasta', 'Pizza']"
Reem Al Bawadi,"['International', 'Bakery', 'Seafood']"
Qanadil Al sham Restaurant And Butchery,"['Grills', 'Pastries & Sweets']"
Bonpresso Cafe,"['Cafe', 'Desserts', 'Pasta', 'Cakes', 'Milkshakes', 'Crepes', 'Tea']"
Sabah W Masa,"['Falafel', 'Breakfast', 'Lebanese']"
Flowers Market,['Flowers']
The Brunchery,"['Breakfast', 'Burgers', 'American']"
Filli Cafe,"['Fast Food', 'Smoothies', 'Sandwiches']"
Remman Cafe,"['Lebanese', 'Arabic', 'Shawarma']"
Fabio's,"['Pizza', 'Pasta', 'Italian']"
Gift Shed,['Speciality Store']
The Eclair Kitchen,"['Qatari', 'Arabic Sweets', 'Cakes']"
News Burgers,"['Juices', 'Burgers', 'Pasta']"
Baleela Restaurant And Sweets,['Desserts']
Lucabuca Pizza,"['Italian', 'Pizza', 'Desserts']"
Ergon Deli Restaurant,['International']
Oca,"['Smoothies', 'Fruits']"
Al Baruwaz Restaurant,"['Breakfast', 'BBQ']"
Al Shabrawy Restaurant,"['Egyptian', 'Grills', 'Sandwiches']"
Toys 4 Me,['Toys']
V Burger,"['American', 'Seafood', 'Sushi']"
Thrive Salads,"['Salad', 'Breakfast', 'Healthy']"
Shako Mako,"['Sandwiches', 'Shawarma']"
Al Nashama Restaurant and Sweets,"['Desserts', 'Arabic Sweets']"
Al Halfaouine 1808,"['Arabic', 'Sandwiches', 'Tunisian ']"
Shawerma Feras Restaurant,"['Arabic', 'Sandwiches']"
Al Maqdisi,"['Arabic Sweets', 'Bakery', 'Arabic']"
Bloomers,['Flowers']
Taco Mercado,"['Mexican', 'Tacos', 'Healthy']"
Karak Spicy,"['Breakfast', 'Sandwiches', 'Desserts']"
On Drive,['Arabic']
Al Khaleej Restaurant,"['Street food', 'Sandwiches']"
Baklava Zade,"['Turkish', 'Arabic Sweets', 'Desserts']"
Slice It,"['Italian', 'Pizza']"
Ministry Of Chicken,"['Burgers', 'Chicken', 'Wings']"
Baab Al Rayyan Kitchen,"['Grills', 'Lebanese', 'Mandi', 'Mezze', 'Biryani']"
Canopus Cafe,"['Beverages', 'Desserts']"
Indo-Chin,"['Poke', 'Asian', 'Bowls']"
Chili Bees,"['Curry', 'Grills', 'Indian']"
Bab Al Hara Restaurant,"['Arabic', 'Grills', 'Turkish']"
South Pearl Restaurant,"['Shawarma', 'Grills', 'Arabic']"
Tea Cup Cafeteria,"['Burgers', 'Cafeteria']"
Al Shahoof For Popular Foods,"['Qatari', 'Kebab', 'Grills']"
Le Soins Beauty Products,['International']
Abq Coffee,"['Cafe', 'Desserts', 'Pastries & Sweets']"
Which Wich Superior Sandwiches,['American']
Mearza Sweets,"['Desserts', 'Cakes', 'Pastries']"
Eleven Eleven Cafe,"['Coffee', 'Cafe', 'Cakes']"
Choowy Goowy,"['Cakes', 'Desserts', 'Beverages']"
Fleurs et Café,"['Coffee', 'Cafe']"
Lose And Gain,"['Breakfast', 'Grills', 'International']"
Burgundy Trading,"['Grocery', 'Accessories ']"
Turkish Brothers Restaurant,['Turkish']
Jolt Coffee,"['Coffee', 'Cafe', 'Desserts']"
Bahjat Restaurant,"['Sandwiches', 'Beverages', 'Salad']"
Yoko Sizzlers,"['Chinese', 'International', 'Noodles']"
Azaher Flowers,"['Flowers', 'Chocolate']"
Nova HealthCare,['Pharmacy']
Istanbul Sultan's Cake,"['Coffee', 'Cafe']"
Quickly Car Accessories,"['Speciality Store', 'Accessories ']"
GYM MMG Mandirigima,"['Curry', 'Biryani', 'BBQ']"
Boracay Restaurant,"['Chinese', 'Noodles']"
Turkish Barbecue House,"['Turkish', 'Grills']"
Aljudy,['Speciality Store']
New Jesr Istanbul Restaurant,"['Pastries', 'Grills', 'Shawarma']"
Turkey Anadol Restaurant,"['Turkish', 'Shawarma', 'Grills']"
Bukhara Restaurant,"['Grills', 'Mandi', 'Biryani']"
Apna Tandoor Restaurant,['Indian']
Ahel Istanbul,"['Grills', 'Shawarma', 'Pastries']"
The Waves Cafe,"['Cafe', 'Fast Food', 'Breakfast']"
Ambula,['Asian']
Tasmeem,"['Desserts', 'Chocolate', 'Cakes']"
Creme & Butter,"['Cafe', 'Sandwiches', 'Desserts']"
Sel & Miel,"['Sandwiches', 'French', 'Pastries']"
Paprika,"['Fried Chicken', 'Sandwiches', 'Fast Food']"
Mykonos,"['BBQ', 'Healthy', 'Greek']"
Le Relais De L'Entrecôte Restaurant,"['International', 'Juices', 'Desserts']"
AL Majles AL Arabi,"['Egyptian', 'Breakfast', 'Grills']"
Saleem Javed Rule the Rolls Restaurant,"['Indian', 'Arabic']"
Premium Brand - Toys,['Toys']
Albayt Alarabi,['Arabic']
Chocolate Galatchi Delmon Sweets,['Chocolate']
Royal Palace Of Bukhari,"['Mandi', 'Kebab', 'Chicken']"
Cinnabon,"['Desserts', 'Fruits']"
Falafel Fayda,"['Turkish', 'Shawarma', 'Pies']"
Marimar,['Arabic']
Tap Coffee,"['Desserts', 'Juices', 'Coffee']"
OG Street Kitchen,"['Asian', 'International']"
Walm Restaurant,"['Coffee', 'Cafe']"
Absolute Barbecue,"['Indian', 'Beverages', 'Grills']"
Subway Al Khor,"['Healthy', 'Sandwiches']"
Felucca Seafood Restaurant,"['Seafood', 'Fish & chips']"
Royal Panoor Restaurant,"['Indian', 'Asian', 'Biryani']"
Teatro by City Centre Rotana,"['Noodles', 'Thai', 'Bowls']"
The Hub Coffee Shop,"['Cafe', 'Coffee']"
King Restaurant,['Indian']
Spice Republic,"['Breakfast', 'Indian']"
Royal Bravo Restaurant,"['Asian', 'Grills', 'Indian']"
Masaya Catering,"['Lebanese', 'Arabic']"
Love Sugar & Dessert,"['Cafe', 'Coffee']"
Zizinia Bakery And Restaurant,"['Grills', 'Sandwiches', 'Bakery']"
Amor Amor,"['Desserts', 'International', 'Ice cream']"
Lanoisette Restaurant,"['Arabic', 'Fast Food', 'Bakery']"
Alamat Trading,['Electronics']
Mandala Restaurant,"['Sandwiches', 'Indian', 'Grills']"
Al Gharafa Stationery,"['Specialty Store', 'Supermarket', 'Grocery']"
Shawarmaji,"['Arabic', 'Shawarma', 'Doner']"
Vintage Coffee,"['Coffee', 'Cafe', 'Cakes']"
Amare Cafe,"['Cafe', 'Desserts', 'Coffee']"
Seasons Kitchen,"['Indian', 'BBQ', 'Kebab']"
Wholesome,"['Healthy', 'Coffee']"
Cannelle Chocolate Flowers And Events,"['Chocolate', 'Flowers']"
Bold Coffee,"['Cafe', 'Desserts', 'Cakes']"
La Gelateria Fina,"['Crepes', 'Cafe', 'Desserts']"
Frodz Kitchen,['International']
Silver Dragon For Food Services,"['Japanese', 'Chinese']"
Sea Time,"['Filipino', 'Dumplings', 'Bowls']"
KKUM Restaurant,"['Korean', 'Chicken', 'Noodles']"
Pretty Flower,['Flowers']
Taha Restaurant,['Egyptian']
Mtabkh Shghl Adl,"['Qatari', 'Salad', 'Seafood']"
Union Cafe,"['Cafe', 'Desserts']"
Chennai Restaurant,"['Chinese', 'Biryani', 'Street food']"
Mandi & Harris Kitchen,"['Qatari', 'Arabic', 'Grills']"
Anytime Burger,"['Coffee', 'Manaqeesh', 'Smoothies']"
Baskin Robbins,"['Ice cream', 'Desserts']"
Shoprite,"['Grocery', 'Supermarket']"
Baskin Robbins 31 Ice Cream,"['Specialty Store', 'Supermarket', 'Grocery', 'Ice Cream']"
Wala Arwaa Restaurant,"['Qatari', 'Fast Food', 'Sandwiches']"
Midtown Restaurant,"['Burgers', 'International']"
Zeus Trading,"['Specialty Store', 'Supermarket', 'Coffee & Tea', 'Grocery']"
Umm Salal Mohammed Modern Bakery,"['Pies', 'Burgers', 'Pizza']"
Riviera,['Flowers']
Volume Cafe,"['Coffee', 'Breakfast', 'Cafe']"
Bryto Store,['Electronics']
Bab Al Bahr,"['Seafood', 'Mandi']"
Shawarma Sarukh,"['Shawarma', 'Doner', 'Sandwiches']"
Gardenia Flower,['Flowers']
Annapoorna Indian Chettinad Restaurant,"['Chinese', 'Biryani', 'Street food']"
Kabab Farsi,"['Iranian', 'Grills']"
Tea Valley,"['Cafe', 'Sandwiches', 'Burgers']"
Hot and Fresh cafeteria,"['Qatari', 'Curry', 'Cafe']"
Notes Cafe,"['Coffee', 'Cafe', 'Cakes']"
Quick Bites,"['Burgers', 'Healthy', 'Breakfast']"
